EVENT	HeLa_FRT	HeLa_FRT_A	HeLa_FRT_B	HeLa_FRT_C	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_C	HeLa_TAF2	HeLa_TAF2_A	HeLa_TAF2_B	HeLa_TAF2_C
TSPAN14=HsaEX0067629	17.24	20.93	16.67	14.29	28.57	41.18	20.79	22.69	28.54	30.53	24.00	30.50
TBC1D12=HsaEX0063765	91.92	NA	78.62	100.00	90.76	88.03	87.56	100.00	97.01	100.00	100.00	NA
TBC1D12=HsaEX0063766	90.59	91.28	NA	NA	90.10	86.89	87.76	100.00	93.39	NA	100.00	NA
TBC1D12=HsaEX0063756	85.83	NA	NA	100.00	84.85	87.50	NA	NA	92.62	NA	100.00	NA
TBC1D12=HsaEX0063757	89.47	100.00	71.12	100.00	87.50	86.36	77.78	100.00	94.29	NA	100.00	90.91
TBC1D12=HsaEX0063758	92.05	84.62	88.59	100.00	93.06	100.00	84.21	89.47	100.00	100.00	100.00	100.00
TBC1D12=HsaEX0063761	96.08	NA	100.00	92.00	92.11	80.65	100.00	100.00	97.30	NA	100.00	100.00
TBC1D12=HsaEX0063762	92.00	NA	93.10	88.24	91.40	85.37	91.30	100.00	100.00	100.00	100.00	100.00
TBC1D12=HsaEX0063763	93.75	NA	100.00	84.62	93.04	85.19	100.00	100.00	94.87	92.59	100.00	89.47
TBC1D12=HsaEX0063764	80.88	NA	70.07	85.07	77.94	79.13	NA	78.84	76.46	74.25	69.39	90.23
FBXL20=HsaEX0025183	95.35	NA	100.00	87.50	91.84	86.36	92.00	100.00	92.50	100.00	92.00	87.10
FBXL20=HsaEX0025185	80.65	92.31	75.00	77.14	74.76	67.35	76.92	85.71	81.82	75.00	76.92	100.00
RAPGEFL1=HsaEX0052303	100.00	NA	NA	NA	82.35	NA	NA	NA	NA	NA	NA	NA
RGS9=HsaEX1031199	73.58	NA	NA	90.48	70.67	NA	64.29	NA	100.00	100.00	NA	NA
RGS9=HsaEX1031201	1.64	NA	4.73	0.00	8.33	0.00	15.15	NA	10.64	NA	NA	NA
CBX1=HsaEX1007194	NA	NA	31.71	NA	NA	NA	NA	NA	NA	NA	40.54	17.65
RECQL5=HsaEX0052995	NA	16.13	10.87	5.08	6.07	6.82	8.33	3.45	14.93	9.09	15.49	20.55
CAMTA2=HsaEX0012306	60.58	60.92	58.44	61.82	55.70	64.67	53.05	46.00	59.45	58.72	68.54	51.64
EZH1=HsaEX0023609	77.13	88.04	75.01	69.28	80.43	75.76	76.46	90.99	81.51	75.11	87.73	81.60
EZH1=HsaEX0023612	82.48	72.97	84.38	88.89	92.16	86.11	94.87	100.00	88.96	88.00	81.40	94.29
EZH1=HsaEX0023613	74.71	64.29	77.78	82.61	87.23	75.61	90.48	100.00	82.52	81.25	77.78	88.57
EZH1=HsaEX0023607	97.22	100.00	93.10	100.00	97.62	95.45	100.00	NA	90.48	88.89	100.00	84.62
ABCC3=HsaEX0000438	NA	NA	NA	NA	100.00	NA	NA	NA	88.49	NA	NA	NA
ABCC3=HsaEX0000448	71.43	NA	81.82	NA	78.28	77.61	NA	92.33	65.19	NA	NA	64.15
ABCC3=HsaEX0000449	100.00	NA	100.00	100.00	87.82	93.87	84.02	83.63	82.08	90.55	69.60	89.28
ABCC3=HsaEX0000440	100.00	NA	NA	NA	94.07	100.00	90.65	NA	81.92	NA	72.71	NA
ABCC3=HsaEX0000441	100.00	NA	NA	NA	95.40	100.00	100.00	NA	78.54	NA	71.43	NA
ABCC3=HsaEX0000442	90.58	77.95	NA	100.00	100.00	100.00	100.00	NA	96.71	100.00	NA	92.08
ABCC3=HsaEX0000443	86.26	NA	NA	NA	100.00	100.00	100.00	NA	95.86	100.00	NA	NA
ABCC3=HsaEX0000444	78.91	NA	NA	NA	100.00	NA	NA	NA	86.29	NA	NA	NA
ABCC3=HsaEX0000450	75.00	NA	NA	NA	100.00	NA	NA	NA	NA	NA	NA	NA
ABCC3=HsaEX6023590	NA	NA	NA	NA	100.00	NA	NA	NA	92.00	NA	NA	NA
SLC16A6=HsaEX0058733	17.81	4.76	13.33	NA	20.48	23.08	NA	9.09	22.22	13.04	20.00	NA
NMU=HsaEX0043216	84.43	81.32	83.04	88.99	80.69	83.94	82.26	73.95	88.39	96.90	81.57	87.64
KIAA1211=HsaEX0033955	48.24	41.99	57.00	47.08	61.18	63.28	58.83	60.68	52.89	54.50	49.11	56.03
ELF2=HsaEX0022116	8.24	4.35	12.00	8.11	16.28	0.00	25.00	NA	14.71	NA	4.76	14.29
NDUFC1=HsaEX1025393	16.88	NA	16.67	16.13	NA	9.80	27.01	NA	NA	21.05	NA	17.65
INPP4B=HsaEX0031734	NA	NA	NA	NA	100.00	NA	NA	NA	92.00	NA	NA	NA
INPP4B=HsaEX0031735	NA	NA	NA	NA	100.00	NA	NA	NA	92.00	NA	NA	NA
INPP4B=HsaEX0031727	14.89	NA	NA	NA	0.00	0.00	NA	NA	4.19	NA	0.00	NA
KLHL2=HsaEX0034789	75.39	70.02	89.37	67.51	74.46	79.13	75.15	68.58	74.32	72.39	83.24	68.21
TRIM2=HsaEX0067045	88.94	87.23	84.49	100.00	84.81	82.62	91.77	80.18	92.10	93.63	86.81	NA
TRIM2=HsaEX0067046	90.16	86.55	85.72	100.00	87.55	88.53	91.88	NA	92.10	NA	87.42	100.00
FBXW7=HsaEX0025374	87.50	NA	NA	NA	85.45	NA	NA	NA	95.45	NA	NA	NA
SH3D19=HsaEX0057985	87.91	100.00	82.39	85.20	90.06	92.14	89.67	86.88	84.09	79.54	85.35	86.41
STIM2=HsaEX0062417	23.18	24.07	11.41	32.90	19.76	19.20	21.54	18.29	18.97	21.55	8.33	32.65
RAPGEF2=HsaEX0052259	67.45	61.74	73.55	66.90	66.25	60.82	66.08	75.65	73.58	71.90	73.02	75.81
RAPGEF2=HsaEX0052261	41.97	33.98	51.14	36.95	32.11	31.64	34.12	30.81	34.65	30.65	38.89	34.12
KLHL5=HsaEX0034865	67.57	NA	NA	NA	72.34	70.00	63.64	90.48	59.58	72.41	43.59	NA
FAM149A=HsaEX0024040	95.45	NA	NA	100.00	86.21	80.65	85.71	92.86	95.65	100.00	88.24	NA
FAM149A=HsaEX6087191	94.12	NA	NA	NA	91.11	100.00	NA	NA	87.17	NA	NA	NA
CEP164=HsaEX0014700	87.63	87.75	91.79	84.36	82.93	83.13	90.29	73.98	93.14	92.50	100.00	89.43
CEP164=HsaEX0014715	67.81	66.76	71.44	65.19	74.09	76.04	63.28	84.28	70.15	71.46	67.08	71.80
CEP126=HsaEX0034048	20.00	NA	NA	NA	17.39	NA	NA	0.00	14.29	NA	NA	NA
HIPK3=HsaEX0030010	48.57	45.45	55.06	44.44	41.56	47.37	34.78	41.18	39.75	41.18	37.37	41.67
ACCS=HsaEX0001873	90.24	100.00	NA	NA	60.87	NA	NA	NA	51.11	NA	NA	NA
ACCS=HsaEX0001877	NA	NA	NA	NA	100.00	NA	NA	NA	91.42	NA	NA	NA
AMBRA1=HsaEX0003917	88.17	90.67	83.98	90.09	97.21	96.08	96.63	100.00	89.98	82.91	100.00	86.08
SLC22A18=HsaEX0058868	92.23	88.57	93.55	94.59	93.55	95.12	93.33	92.45	86.21	84.62	71.43	100.00
SLC22A18=HsaEX0058873	82.40	67.03	100.00	83.20	86.85	84.99	NA	93.19	90.32	83.24	90.83	100.00
SLC22A18=HsaEX0058869	81.13	68.42	94.59	80.65	80.36	79.31	78.95	82.22	79.75	82.61	66.67	92.31
SLC22A18=HsaEX0058870	79.44	66.67	89.74	81.25	69.52	72.22	64.71	71.43	76.00	NA	68.75	90.91
PRPF40B=HsaEX0050383	84.47	88.94	NA	88.59	73.58	76.63	NA	100.00	71.25	88.48	71.99	NA
ASIC1=HsaEX0001853	91.21	93.55	100.00	83.78	93.28	90.48	90.91	100.00	97.67	100.00	93.10	100.00
ASIC1=HsaEX0001855	89.04	91.67	92.59	81.82	95.70	100.00	94.29	91.67	100.00	100.00	100.00	100.00
CAPRIN2=HsaEX0012408	74.84	NA	NA	NA	81.19	78.25	NA	NA	94.80	NA	NA	NA
CAPRIN2=HsaEX0012402	42.82	NA	37.73	NA	26.13	34.83	NA	10.67	33.62	NA	35.52	NA
CAPRIN2=HsaEX0012403	87.56	86.76	93.77	82.42	77.51	81.02	79.40	70.77	78.30	74.29	83.39	76.55
TNS2=HsaEX0064458	96.37	NA	NA	93.23	95.59	92.48	NA	NA	93.12	100.00	83.84	100.00
GLI1=HsaEX0027604	90.91	NA	NA	NA	92.00	NA	NA	NA	75.00	NA	NA	NA
SH2B3=HsaEX0057906	0.00	0.00	0.00	NA	9.02	3.81	16.98	NA	0.00	NA	NA	NA
SH2B3=HsaEX0057911	92.63	89.67	90.69	NA	100.00	100.00	NA	NA	100.00	NA	NA	NA
ACAD10=HsaEX0001731	NA	NA	NA	NA	36.00	23.08	NA	NA	31.25	NA	NA	NA
ACAD10=HsaEX0001739	24.37	NA	NA	NA	27.19	34.54	NA	12.76	27.56	NA	NA	NA
ACAD10=HsaEX0001743	82.38	NA	NA	90.33	95.17	100.00	NA	NA	83.16	NA	NA	NA
ACAD10=HsaEX0001735	91.06	NA	NA	100.00	86.28	NA	NA	NA	100.00	NA	NA	100.00
ACAD10=HsaEX0001734	85.36	NA	92.31	100.00	97.18	92.59	100.00	100.00	91.18	100.00	83.33	90.48
ACAD10=HsaEX0001737	78.78	NA	NA	84.00	90.32	87.88	NA	NA	96.30	100.00	NA	NA
ADGRD1=HsaEX0028291	79.53	80.39	85.20	73.77	76.92	79.53	87.81	62.59	75.55	84.40	74.71	67.18
ADGRD1=HsaEX0028292	77.52	73.72	85.05	73.29	77.35	79.18	88.97	63.93	76.35	85.53	74.45	69.51
ADGRD1=HsaEX0028289	62.24	55.83	71.20	57.81	51.45	57.53	44.02	51.33	58.19	64.58	50.48	58.45
MDM1=HsaEX0038393	91.32	100.00	92.70	NA	79.26	92.70	NA	91.06	80.56	NA	78.84	79.64
NT5DC3=HsaEX0044020	NA	NA	NA	NA	87.18	NA	NA	NA	100.00	NA	NA	NA
NT5DC3=HsaEX0044024	NA	NA	NA	NA	85.30	NA	NA	NA	100.00	NA	NA	NA
NT5DC3=HsaEX0044028	NA	NA	NA	NA	71.91	NA	NA	NA	83.41	NA	NA	NA
NT5DC3=HsaEX0044029	100.00	NA	NA	NA	92.82	NA	NA	NA	86.19	NA	NA	NA
NT5DC3=HsaEX0044030	0.00	NA	NA	NA	10.49	NA	NA	NA	13.28	NA	NA	NA
HCFC2=HsaEX0029338	97.53	100.00	100.00	93.75	97.56	93.10	100.00	100.00	94.06	76.92	100.00	100.00
RIC8B=HsaEX0053570	32.16	29.86	30.03	36.95	43.26	49.02	37.87	41.40	35.25	31.23	36.55	36.97
FGFR1OP2=HsaEX0025676	62.84	47.54	67.61	71.03	62.39	65.45	55.32	66.67	60.09	61.64	64.79	53.62
MCM9=HsaEX0038279	80.00	71.43	75.51	93.94	84.62	76.47	85.71	94.74	92.50	100.00	93.55	85.71
RNGTT=HsaEX0054174	81.99	80.65	82.91	82.14	87.75	88.10	84.06	92.16	80.00	91.84	79.44	70.43
TPD52L1=HsaEX0066661	69.97	81.05	NA	NA	56.29	54.43	NA	69.49	63.12	NA	NA	NA
SASH1=HsaEX0056259	71.43	NA	NA	NA	83.57	92.00	NA	NA	85.71	NA	89.47	NA
UST=HsaEX0070079	95.97	100.00	94.27	94.64	95.40	100.00	86.85	100.00	94.14	100.00	82.77	100.00
KCTD20=HsaEX0033179	92.03	93.81	93.75	89.21	92.05	94.27	86.99	93.85	84.10	77.95	90.11	84.21
BACH2=HsaEX0007536	4.35	NA	NA	NA	20.00	NA	NA	NA	NA	NA	NA	NA
BACH2=HsaEX0007533	90.00	NA	NA	NA	100.00	NA	NA	NA	100.00	NA	NA	NA
RAB23=HsaEX0051590	85.67	89.38	77.94	92.00	84.02	92.11	70.08	88.06	82.66	76.38	87.20	84.62
RAB23=HsaEX0051593	76.00	77.50	70.49	83.56	77.78	87.88	65.45	78.00	75.00	70.91	81.82	73.47
RAB23=HsaEX0051592	93.96	88.24	92.59	100.00	88.30	92.41	92.31	78.95	84.16	78.49	91.23	81.25
FBXL4=HsaEX0025194	45.56	51.12	32.35	54.70	51.58	54.46	47.01	50.23	44.28	56.79	38.50	39.19
PTP4A1=HsaEX0050902	14.29	NA	NA	NA	18.18	NA	NA	NA	28.57	NA	NA	NA
GPLD1=HsaEX6045912	100.00	NA	NA	NA	82.26	NA	NA	NA	100.00	NA	NA	NA
SOBP=HsaEX0060936	66.67	NA	NA	NA	34.88	NA	NA	NA	NA	NA	NA	NA
SOBP=HsaEX1038434	12.00	NA	NA	NA	0.00	NA	NA	NA	0.00	NA	NA	NA
PEX7=HsaEX0046688	51.41	42.86	66.04	47.54	62.90	67.12	58.49	61.80	53.37	51.85	56.25	51.11
PEX7=HsaEX0046689	49.13	41.94	64.00	44.26	59.32	65.22	60.71	50.00	52.80	48.00	55.56	54.17
PEX7=HsaEX0046690	50.26	44.93	70.37	39.39	56.07	57.14	60.00	49.15	56.67	46.94	54.05	68.42
PEX7=HsaEX0046691	62.84	61.76	77.27	54.93	67.38	75.61	64.71	60.61	65.27	53.19	67.16	73.58
PEX7=HsaEX0046693	53.02	53.57	74.36	37.04	58.06	70.67	49.15	50.00	57.04	48.84	56.36	67.57
ZBTB24=HsaEX0072127	86.67	80.14	82.59	97.02	75.36	74.01	80.95	72.58	89.13	90.93	83.33	93.27
PDE10A=HsaEX0046173	87.81	90.96	83.84	88.78	94.83	88.00	100.00	100.00	96.43	100.00	91.67	100.00
PDE10A=HsaEX0046170	12.71	NA	7.04	18.03	22.32	20.88	17.58	NA	21.38	29.03	14.41	20.95
GLTSCR1L=HsaEX0033530	31.34	21.43	NA	NA	34.78	NA	NA	NA	30.43	25.00	NA	NA
CUL9=HsaEX0018047	97.14	100.00	93.55	100.00	87.87	94.89	89.17	74.76	91.79	100.00	93.10	82.16
CUL9=HsaEX0018053	77.87	70.12	NA	81.37	73.34	63.74	92.91	72.62	80.49	84.81	79.52	NA
CUL9=HsaEX0018041	91.15	85.59	88.25	100.00	96.17	100.00	100.00	88.45	100.00	100.00	100.00	100.00
CUL9=HsaEX0018044	61.77	58.38	69.48	NA	53.70	69.89	NA	43.25	58.26	61.61	NA	64.69
GMDS=HsaEX6045555	49.28	43.12	51.52	52.83	42.20	38.29	39.08	51.52	42.86	39.13	43.21	46.10
PRPF4B=HsaEX0050389	88.38	82.74	86.68	93.91	77.77	84.09	73.29	73.29	88.98	82.74	88.26	95.00
APBB3=HsaEX0005089	92.52	89.29	97.37	90.24	81.29	77.27	82.00	87.18	83.86	82.93	78.38	91.04
APBB3=HsaEX0005084	72.78	81.21	75.81	64.77	76.56	79.39	79.26	71.05	73.41	67.21	73.91	79.03
CLK4=HsaEX0015708	26.51	40.54	29.82	16.67	20.52	14.02	38.46	17.14	16.84	14.29	23.08	12.90
CLK4=HsaEX0015709	36.90	59.09	40.00	21.62	33.33	28.93	40.43	36.00	30.73	31.43	33.33	27.54
CLK4=HsaEX0015705	67.11	53.19	76.92	69.81	50.24	51.72	52.24	45.45	57.41	51.35	61.19	60.00
CLK4=HsaEX0015706	93.50	100.00	84.60	100.00	98.74	100.00	96.40	100.00	93.27	83.81	95.99	100.00
FAM172A=HsaEX0024168	83.65	93.55	78.79	83.87	93.22	94.87	86.05	96.43	95.09	88.68	100.00	96.72
TRAPPC13=HsaEX0011181	72.96	74.25	74.47	70.47	72.37	60.77	77.44	85.22	74.47	60.24	79.03	79.44
SMAD5=HsaEX0060230	59.05	61.55	59.37	57.01	57.69	49.21	64.63	62.96	52.89	50.88	61.76	46.85
PDGFRB=HsaEX0046346	26.34	NA	NA	16.67	21.39	7.69	20.10	NA	18.92	4.00	NA	28.57
EHHADH=HsaEX0021855	89.29	NA	NA	NA	86.96	NA	NA	NA	100.00	NA	NA	NA
NPHP3=HsaEX0043535	80.00	NA	NA	NA	93.55	NA	NA	NA	90.91	NA	NA	NA
NPHP3=HsaEX0043534	15.38	NA	NA	NA	16.67	NA	NA	NA	29.03	NA	NA	NA
ARMC8=HsaEX0005941	30.92	22.81	26.67	39.22	35.48	39.53	29.29	36.59	23.32	24.27	19.59	25.66
ARMC8=HsaEX0005942	67.97	74.55	61.70	70.73	66.67	66.15	65.66	68.67	56.76	60.82	47.47	62.00
CEP70=HsaEX0014838	85.94	73.22	94.39	88.38	87.98	88.88	85.22	90.06	86.80	89.25	89.47	81.85
SLC25A36=HsaEX0059104	5.98	17.02	4.85	0.00	10.99	7.69	22.00	5.26	5.10	6.67	5.79	1.37
TFDP2=HsaEX0064634	17.51	NA	17.86	14.02	6.81	6.28	14.02	0.00	15.71	12.20	17.24	17.24
XRN1=HsaEX0071876	98.18	94.95	100.00	100.00	89.12	82.97	100.00	89.91	87.23	94.95	80.31	88.13
XRN1=HsaEX0071877	97.96	93.10	100.00	100.00	92.67	78.96	100.00	100.00	84.25	94.12	75.00	84.91
XRN1=HsaEX0071878	98.23	92.86	100.00	100.00	95.12	89.04	100.00	100.00	86.01	95.24	80.39	84.00
XRN1=HsaEX0071875	74.69	80.26	70.22	74.42	68.14	76.75	58.58	68.32	70.97	77.39	63.88	68.76
PFKFB4=HsaEX0046737	41.28	42.86	38.24	42.55	25.11	21.82	34.43	20.83	33.33	34.29	39.73	24.14
CBLB=HsaEX0012737	60.56	72.73	66.67	NA	60.00	54.29	NA	NA	52.73	53.85	36.36	77.78
CBLB=HsaEX0012738	93.62	100.00	81.99	100.00	100.00	100.00	100.00	100.00	98.08	100.00	94.80	100.00
ABTB1=HsaEX0000755	90.09	89.57	100.00	83.44	100.00	100.00	NA	NA	100.00	NA	100.00	NA
ABCC5=HsaEX0000490	26.27	19.63	31.15	26.26	17.28	24.92	8.54	15.57	20.56	29.26	16.30	17.26
ABCC5=HsaEX0000491	NA	17.27	NA	NA	NA	NA	8.47	10.83	16.35	25.37	16.48	9.99
ARHGEF26=HsaEX0005673	75.61	NA	NA	NA	92.59	NA	NA	NA	80.00	NA	NA	NA
KLHL24=HsaEX0034822	58.39	NA	NA	NA	46.05	27.00	NA	NA	58.21	NA	NA	NA
KLHL24=HsaEX1019033	0.00	NA	NA	NA	2.43	3.98	NA	NA	15.14	NA	NA	NA
VIPR1=HsaEX0070368	84.62	NA	NA	NA	89.76	90.50	NA	NA	100.00	NA	NA	NA
VIPR1=HsaEX0070370	100.00	NA	NA	NA	89.47	NA	NA	NA	85.68	NA	NA	NA
VIPR1=HsaEX0070371	100.00	NA	NA	100.00	84.00	NA	NA	NA	78.42	NA	NA	NA
NKTR=HsaEX0043064	17.46	17.01	24.03	12.68	22.19	20.03	26.01	21.16	26.81	29.16	15.59	34.52
NKTR=HsaEX0043065	22.65	NA	20.62	24.72	33.25	42.13	NA	26.00	21.96	22.55	NA	13.81
CLCN2=HsaEX0015530	87.69	87.34	92.27	83.18	90.98	86.00	90.32	100.00	95.66	87.44	100.00	100.00
CLCN2=HsaEX0015532	82.09	NA	80.00	84.62	69.23	78.38	NA	NA	89.09	NA	90.00	NA
CLCN2=HsaEX0015533	83.87	NA	NA	85.19	67.12	75.76	NA	NA	89.83	80.00	NA	100.00
CLCN2=HsaEX0015535	86.80	100.00	NA	78.57	95.38	100.00	91.44	92.66	93.95	NA	85.53	100.00
PIKFYVE=HsaEX0047629	50.31	54.03	46.73	50.62	59.45	54.34	54.51	72.72	58.10	48.80	69.03	60.00
PIKFYVE=HsaEX0047630	87.59	89.02	78.61	94.93	87.61	87.35	84.43	91.49	85.98	88.95	96.20	76.07
PIKFYVE=HsaEX0047631	92.51	90.66	88.04	100.00	95.25	91.57	100.00	96.53	86.98	93.19	95.29	76.57
EPB41L5=HsaEX0022697	100.00	NA	100.00	100.00	97.69	94.38	100.00	100.00	88.55	92.15	92.45	83.04
EPB41L5=HsaEX0022698	75.00	NA	NA	60.00	86.11	82.86	NA	NA	82.61	NA	NA	NA
DNAJC27=HsaEX0020342	78.07	NA	NA	NA	67.35	NA	NA	NA	NA	NA	NA	NA
TANC1=HsaEX0063550	90.97	91.11	95.92	86.89	93.55	96.72	86.36	96.00	83.33	76.92	78.26	95.65
TANC1=HsaEX0063553	90.55	87.94	93.15	90.25	85.92	93.88	80.10	82.28	95.79	100.00	91.28	94.99
TANC1=HsaEX0063554	87.63	84.70	80.95	94.61	93.84	92.61	91.59	96.98	86.89	93.62	85.03	80.67
CLIP4=HsaEX0015689	100.00	100.00	100.00	100.00	100.00	NA	NA	100.00	93.33	100.00	81.82	100.00
CLIP4=HsaEX1008990	16.00	NA	NA	NA	33.33	NA	NA	23.08	31.03	NA	NA	NA
LOXL3=HsaEX0036162	3.17	NA	3.67	NA	9.85	10.26	10.26	9.03	15.33	15.46	22.54	7.17
LOXL3=HsaEX0036160	88.37	91.30	100.00	78.38	84.75	87.76	76.47	88.57	83.05	89.74	85.71	72.97
DOK1=HsaEX0020680	89.95	100.00	86.50	86.69	97.13	92.46	100.00	100.00	97.58	90.98	100.00	100.00
CCDC88A=HsaEX0013492	88.90	91.78	94.03	81.60	89.27	85.54	89.22	94.02	86.86	91.67	94.13	72.30
CCDC88A=HsaEX0013493	90.61	93.07	94.74	85.00	87.89	88.01	87.43	88.08	83.73	89.74	86.83	73.94
ELMOD3=HsaEX0022179	29.63	NA	22.03	NA	21.05	22.22	12.50	28.57	21.65	31.03	15.79	20.00
ELMOD3=HsaEX0022181	84.62	73.91	78.95	100.00	87.23	82.76	95.12	85.71	86.54	80.65	83.33	94.59
ELMOD3=HsaEX0022183	97.83	100.00	100.00	93.55	94.63	88.46	96.61	100.00	94.00	100.00	84.62	100.00
ZNF142=HsaEX1046497	79.82	NA	NA	80.49	67.40	65.08	68.00	69.89	71.43	NA	66.67	63.89
HDLBP=HsaEX0029479	71.76	80.00	64.71	74.19	60.42	60.00	58.62	NA	64.10	NA	NA	67.74
PROC=HsaEX0050308	27.12	NA	NA	NA	43.96	NA	NA	NA	24.40	NA	NA	NA
BIRC6=HsaEX0008148	100.00	NA	NA	100.00	92.77	87.23	NA	100.00	96.15	90.00	NA	NA
BIRC6=HsaEX0008149	100.00	NA	NA	100.00	92.50	86.96	NA	100.00	100.00	100.00	NA	NA
BIRC6=HsaEX0008144	64.18	NA	NA	61.54	62.32	67.57	NA	NA	50.00	NA	NA	NA
STRN=HsaEX0062629	12.28	12.00	22.22	6.67	10.24	7.69	14.29	10.77	13.64	10.81	8.33	22.22
DCAF17=HsaEX0018620	65.22	NA	NA	NA	68.75	71.43	NA	80.00	55.22	60.00	NA	NA
DCAF17=HsaEX0018621	75.61	NA	70.37	83.33	78.05	82.86	NA	81.82	67.09	61.54	57.58	NA
DCAF17=HsaEX0018617	67.42	56.45	74.03	69.55	76.65	91.06	65.79	75.16	66.15	75.77	62.43	61.88
RMDN2=HsaEX0024656	83.33	NA	NA	NA	100.00	NA	NA	NA	92.00	NA	NA	NA
ATF2=HsaEX0006495	54.06	53.15	52.36	57.02	54.59	57.68	55.58	50.31	47.13	53.40	53.70	33.79
C2orf42=HsaEX0010701	96.88	NA	91.30	100.00	93.55	100.00	100.00	78.57	100.00	100.00	100.00	100.00
C2orf42=HsaEX0010703	94.03	NA	91.57	100.00	89.27	91.42	80.76	100.00	92.30	NA	100.00	86.90
PARD3B=HsaEX0045520	84.49	86.14	87.37	79.82	91.65	95.98	84.94	93.37	84.09	NA	100.00	NA
PARD3B=HsaEX0045521	92.52	92.55	86.05	100.00	100.00	100.00	100.00	100.00	94.14	NA	100.00	84.86
PARD3B=HsaEX0045522	86.30	91.67	79.31	NA	92.66	90.70	89.47	100.00	88.24	85.71	100.00	79.31
PARD3B=HsaEX0045517	77.22	91.67	65.52	76.92	67.44	72.41	67.57	NA	65.71	NA	80.95	70.37
ALMS1=HsaEX0003770	92.06	84.08	100.00	92.42	96.04	100.00	100.00	86.43	97.50	92.47	100.00	100.00
MARK1=HsaEX0037910	88.76	100.00	93.10	80.00	91.67	95.56	100.00	77.78	93.48	87.50	92.86	100.00
MORN1=HsaEX0039827	17.24	NA	NA	NA	10.20	4.00	NA	NA	16.13	NA	NA	NA
TCEANC2=HsaEX0010329	93.60	84.62	96.15	95.74	85.96	76.00	91.11	96.08	96.72	100.00	90.48	100.00
ASH1L=HsaEX0006273	92.00	NA	81.82	100.00	76.62	75.61	NA	72.50	88.26	90.04	NA	NA
DOCK7=HsaEX0020644	92.59	100.00	87.23	92.31	96.43	96.97	96.08	96.08	91.78	95.35	82.46	100.00
C1orf21=HsaEX6035433	100.00	NA	NA	100.00	91.49	81.82	NA	NA	93.75	NA	NA	NA
SWT1=HsaEX0010260	NA	NA	NA	NA	20.73	11.70	NA	NA	34.68	NA	NA	NA
SWT1=HsaEX0010262	88.89	NA	NA	NA	NA	NA	NA	NA	100.00	NA	NA	NA
SWT1=HsaEX0010264	90.98	NA	NA	NA	100.00	NA	NA	NA	91.43	NA	NA	NA
LEPR=HsaEX6031451	92.31	NA	100.00	NA	96.92	100.00	100.00	92.00	91.78	91.30	83.33	100.00
NCF2=HsaEX0041993	65.90	NA	NA	NA	85.47	NA	NA	NA	84.37	NA	NA	NA
NCF2=HsaEX0041994	63.81	NA	NA	NA	91.72	NA	NA	NA	85.07	NA	89.45	NA
PHTF1=HsaEX0047235	41.01	23.81	NA	51.11	48.57	38.18	49.02	NA	37.10	33.33	43.59	34.88
C1orf109=HsaEX0010097	NA	NA	NA	NA	23.08	NA	NA	NA	31.71	NA	NA	NA
MTR=HsaEX0040697	98.00	100.00	100.00	95.24	94.70	96.77	95.60	90.80	86.55	87.18	87.18	85.37
SIPA1L2=HsaEX0058401	4.35	NA	NA	NA	16.32	NA	NA	NA	20.79	NA	NA	NA
ZNF684=HsaEX0074188	93.31	81.40	100.00	100.00	86.64	89.74	90.29	NA	89.88	87.67	85.74	100.00
KDM5B=HsaEX0033335	18.08	12.90	28.42	14.78	15.86	22.67	13.69	7.76	11.85	13.08	14.13	6.99
OSBPL9=HsaEX0044957	81.12	78.46	85.00	78.22	90.60	89.71	93.22	89.15	89.51	91.84	88.80	88.12
COLEC11=HsaEX0016698	76.92	NA	NA	NA	87.88	NA	NA	NA	75.00	NA	NA	NA
STAG1=HsaEX0062168	79.38	89.19	67.69	86.21	83.17	80.00	84.38	87.50	86.38	85.00	90.98	82.46
B4GALT6=HsaEX0007501	84.38	88.89	100.00	NA	84.44	78.26	100.00	NA	87.34	84.00	87.10	91.30
B4GALT6=HsaEX0007502	93.44	NA	100.00	93.33	93.55	89.47	NA	NA	90.32	100.00	84.62	88.24
USP35=HsaEX0069814	76.62	72.73	69.23	86.21	79.71	93.33	NA	NA	79.55	84.62	65.52	87.88
USP35=HsaEX0069815	89.19	84.62	86.21	100.00	91.78	92.86	87.10	NA	79.75	84.00	64.29	92.31
USP35=HsaEX0069816	37.40	24.14	NA	NA	32.57	23.17	25.69	NA	28.72	NA	16.37	NA
USP35=HsaEX0069817	89.11	90.00	NA	100.00	92.42	92.01	88.26	NA	84.65	NA	82.40	NA
USP35=HsaEX0069818	91.04	NA	84.62	100.00	93.62	93.75	86.67	100.00	89.01	94.29	82.86	90.48
USP35=HsaEX0069819	90.00	91.30	81.25	100.00	94.23	95.83	85.71	100.00	82.69	88.00	74.19	82.61
CASP8AP2=HsaEX0012600	95.81	100.00	92.96	95.85	93.77	97.18	90.53	93.19	84.39	90.78	78.97	84.04
CASP8AP2=HsaEX0012601	97.22	100.00	93.20	100.00	94.73	97.30	92.83	93.31	84.13	90.55	80.98	80.90
UBE3D=HsaEX0068718	87.47	84.00	90.32	86.21	92.23	92.82	90.54	93.55	97.94	100.00	100.00	94.29
