TAF2_EX_UPDO_GENE	TAF2_IN_UPDO_GENE	dIDR_EX_UPDO_GENE	dIDR_IN_UPDO_GENE	SRRM2_EX_UPDO_GENE	SRRM2_IN_UPDO_GENE	BG_GENEs
NA	NA	NA	NA	NA	NA	TRAPPC11
NA	NA	NA	NA	NA	NA	COL3A1
NA	NA	NA	NA	NA	NA	STAT3
NA	NA	NA	NA	NA	NA	ADAM9
NA	NA	NA	NA	NA	NA	AXIN2
NA	NA	NA	NA	NA	NA	ZNF30
NA	NA	NA	NA	NA	NA	IL7R
NA	NA	NA	NA	NA	NA	TMEM208
NA	NA	NA	NA	NA	NA	AHCYL1
NA	NA	NA	NA	NA	NA	DNAJC21
NA	NA	NA	NA	NA	NA	CNNM3
NA	NA	NA	NA	NA	NA	TCTN2
NA	NA	NA	NA	NA	NA	ADAL
NA	NA	NA	NA	NA	NA	ZNF507
NA	NA	NA	NA	NA	NA	ANKRD49
NA	NA	NA	NA	NA	NA	LETM1
NA	NA	NA	NA	NA	NA	TMEM129
NA	NA	NA	NA	NA	NA	CEP120
NA	NA	NA	NA	NA	NA	PXDC1
NA	NA	NA	NA	NA	NA	ATP5ME
NA	NA	NA	NA	NA	NA	ROR2
NA	NA	NA	NA	NA	NA	SLC25A6
NA	NA	NA	NA	NA	NA	ZNF354A
NA	NA	NA	NA	NA	NA	APEX2
NA	NA	NA	NA	NA	NA	NSMCE1
NA	NA	NA	NA	NA	NA	CD2BP2
NA	NA	NA	NA	NA	NA	RGS14
NA	NA	NA	NA	NA	NA	EFNA1
NA	NA	NA	NA	NA	NA	ZRSR2
NA	NA	NA	NA	NA	NA	PGM2
NA	NA	NA	NA	NA	NA	SIN3A
NA	NA	NA	NA	NA	NA	PTK2
NA	NA	NA	NA	NA	NA	PTPN9
NA	NA	NA	NA	NA	NA	NPR1
NA	NA	NA	NA	NA	NA	CXCL8
NA	NA	NA	NA	NA	NA	TM2D2
NA	NA	NA	NA	NA	NA	HINT1
NA	NA	NA	NA	NA	NA	INO80E
NA	NA	NA	NA	NA	NA	NFU1
NA	NA	NA	NA	NA	NA	ANTXR1
NA	NA	NA	NA	NA	NA	CKAP2L
NA	NA	NA	NA	NA	NA	C15orf40
NA	NA	NA	NA	NA	NA	APLF
NA	NA	NA	NA	NA	NA	HEXD
NA	NA	NA	NA	NA	NA	BUB1
NA	NA	NA	NA	NA	NA	LRRC45
NA	NA	NA	NA	NA	NA	AGPAT2
NA	NA	NA	NA	NA	NA	ASPSCR1
NA	NA	NA	NA	NA	NA	FASN
NA	NA	NA	NA	NA	NA	CNBP
NA	NA	NA	NA	NA	NA	DUS1L
NA	NA	NA	NA	NA	NA	GPS1
NA	NA	NA	NA	NA	NA	RFNG
NA	NA	NA	NA	NA	NA	RAC3
NA	NA	NA	NA	NA	NA	ROBO1
NA	NA	NA	NA	NA	NA	AVEN
NA	NA	NA	NA	NA	NA	TOR1AIP2
NA	NA	NA	NA	NA	NA	TM4SF1
NA	NA	NA	NA	NA	NA	OTUD3
NA	NA	NA	NA	NA	NA	GUSB
NA	NA	NA	NA	NA	NA	BRD3
NA	NA	NA	NA	NA	NA	ZNF764
NA	NA	NA	NA	NA	NA	MAP3K2
NA	NA	NA	NA	NA	NA	PUSL1
NA	NA	NA	NA	NA	NA	IFFO2
NA	NA	NA	NA	NA	NA	CHD3
NA	NA	NA	NA	NA	NA	ALCAM
NA	NA	NA	NA	NA	NA	TRAPPC1
NA	NA	NA	NA	NA	NA	KCNAB3
NA	NA	NA	NA	NA	NA	USP38
NA	NA	NA	NA	NA	NA	USP47
NA	NA	NA	NA	NA	NA	PDCD6IP
NA	NA	NA	NA	NA	NA	ZNF212
NA	NA	NA	NA	NA	NA	FAM161A
NA	NA	NA	NA	NA	NA	GLB1
NA	NA	NA	NA	NA	NA	NFRKB
NA	NA	NA	NA	NA	NA	PRDM10
NA	NA	NA	NA	NA	NA	FOS
NA	NA	NA	NA	NA	NA	SMAD1
NA	NA	NA	NA	NA	NA	ADORA2B
NA	NA	NA	NA	NA	NA	HARS1
NA	NA	NA	NA	NA	NA	NFXL1
NA	NA	NA	NA	NA	NA	SPATA24
NA	NA	NA	NA	NA	NA	RALGAPB
NA	NA	NA	NA	NA	NA	PFKFB3
NA	NA	NA	NA	NA	NA	TMC7
NA	NA	NA	NA	NA	NA	HSPA4
NA	NA	NA	NA	NA	NA	ZNF16
NA	NA	NA	NA	NA	NA	TRABD
NA	NA	NA	NA	NA	NA	RASA4B
NA	NA	NA	NA	NA	NA	POLH
NA	NA	NA	NA	NA	NA	KIF5B
NA	NA	NA	NA	NA	NA	AKAP13
NA	NA	NA	NA	NA	NA	SDR16C5
NA	NA	NA	NA	NA	NA	HTRA3
NA	NA	NA	NA	NA	NA	USP32
NA	NA	NA	NA	NA	NA	RIOX2
NA	NA	NA	NA	NA	NA	LSM3
NA	NA	NA	NA	NA	NA	RNF139
NA	NA	NA	NA	NA	NA	TSEN34
NA	NA	NA	NA	NA	NA	GSTA4
NA	NA	NA	NA	NA	NA	FEZ2
NA	NA	NA	NA	NA	NA	MTM1
NA	NA	NA	NA	NA	NA	INSR
NA	NA	NA	NA	NA	NA	MFN1
NA	NA	NA	NA	NA	NA	PRKCE
NA	NA	NA	NA	NA	NA	MORN4
NA	NA	NA	NA	NA	NA	TRIM8
NA	NA	NA	NA	NA	NA	SHCBP1
NA	NA	NA	NA	NA	NA	NPTX1
NA	NA	NA	NA	NA	NA	CHST11
NA	NA	NA	NA	NA	NA	ESCO2
NA	NA	NA	NA	NA	NA	MCC
NA	NA	NA	NA	NA	NA	ZBTB26
NA	NA	NA	NA	NA	NA	POLR1C
NA	NA	NA	NA	NA	NA	ASXL1
NA	NA	NA	NA	NA	NA	ZNF318
NA	NA	NA	NA	NA	NA	PPID
NA	NA	NA	NA	NA	NA	ETFDH
NA	NA	NA	NA	NA	NA	PLRG1
NA	NA	NA	NA	NA	NA	CLSTN1
NA	NA	NA	NA	NA	NA	PIK3CD
NA	NA	NA	NA	NA	NA	ATF7IP
NA	NA	NA	NA	NA	NA	GPHN
NA	NA	NA	NA	NA	NA	AFG2B
NA	NA	NA	NA	NA	NA	CTPS1
NA	NA	NA	NA	NA	NA	KNDC1
NA	NA	NA	NA	NA	NA	PWWP2B
NA	NA	NA	NA	NA	NA	EXOSC10
NA	NA	NA	NA	NA	NA	TLN2
NA	NA	NA	NA	NA	NA	TVP23B
NA	NA	NA	NA	NA	NA	ZNF217
NA	NA	NA	NA	NA	NA	SCG2
NA	NA	NA	NA	NA	NA	THOP1
NA	NA	NA	NA	NA	NA	USP19
NA	NA	NA	NA	NA	NA	QARS1
NA	NA	NA	NA	NA	NA	KRCC1
NA	NA	NA	NA	NA	NA	C5orf34
NA	NA	NA	NA	NA	NA	NEGR1
NA	NA	NA	NA	NA	NA	C2CD2L
NA	NA	NA	NA	NA	NA	MANEA
NA	NA	NA	NA	NA	NA	AFF1
NA	NA	NA	NA	NA	NA	FIBP
NA	NA	NA	NA	NA	NA	HCFC1
NA	NA	NA	NA	NA	NA	PDE3A
NA	NA	NA	NA	NA	NA	MRPL52
NA	NA	NA	NA	NA	NA	SMPDL3A
NA	NA	NA	NA	NA	NA	ZMAT3
NA	NA	NA	NA	NA	NA	MUS81
NA	NA	NA	NA	NA	NA	RARG
NA	NA	NA	NA	NA	NA	CES3
NA	NA	NA	NA	NA	NA	CES2
NA	NA	NA	NA	NA	NA	NADSYN1
NA	NA	NA	NA	NA	NA	NBEA
NA	NA	NA	NA	NA	NA	ANKRD13D
NA	NA	NA	NA	NA	NA	OXSR1
NA	NA	NA	NA	NA	NA	PHF8
NA	NA	NA	NA	NA	NA	KAT5
NA	NA	NA	NA	NA	NA	SH3RF3
NA	NA	NA	NA	NA	NA	HECTD4
NA	NA	NA	NA	NA	NA	KDM2A
NA	NA	NA	NA	NA	NA	ADCK5
NA	NA	NA	NA	NA	NA	NOC3L
NA	NA	NA	NA	NA	NA	COMMD1
NA	NA	NA	NA	NA	NA	RAPH1
NA	NA	NA	NA	NA	NA	PARP14
NA	NA	NA	NA	NA	NA	VANGL1
NA	NA	NA	NA	NA	NA	IQCB1
NA	NA	NA	NA	NA	NA	GOLGB1
NA	NA	NA	NA	NA	NA	GPR137
NA	NA	NA	NA	NA	NA	SNCG
NA	NA	NA	NA	NA	NA	TNKS
NA	NA	NA	NA	NA	NA	MAP3K11
NA	NA	NA	NA	NA	NA	DAB1
NA	NA	NA	NA	NA	NA	SMARCC1
NA	NA	NA	NA	NA	NA	PTPRM
NA	NA	NA	NA	NA	NA	TNFRSF10D
NA	NA	NA	NA	NA	NA	CHD2
NA	NA	NA	NA	NA	NA	CCDC106
NA	NA	NA	NA	NA	NA	CEP83
NA	NA	NA	NA	NA	NA	PC
NA	NA	NA	NA	NA	NA	SCAI
NA	NA	NA	NA	NA	NA	BCLAF3
NA	NA	NA	NA	NA	NA	PSMD1
NA	NA	NA	NA	NA	NA	MUC13
NA	NA	NA	NA	NA	NA	SUSD5
NA	NA	NA	NA	NA	NA	HEG1
NA	NA	NA	NA	NA	NA	TOP6BL
NA	NA	NA	NA	NA	NA	STAT5B
NA	NA	NA	NA	NA	NA	JUP
NA	NA	NA	NA	NA	NA	RNF213
NA	NA	NA	NA	NA	NA	DPY19L1
NA	NA	NA	NA	NA	NA	PHC3
NA	NA	NA	NA	NA	NA	SPTBN2
NA	NA	NA	NA	NA	NA	GOLIM4
NA	NA	NA	NA	NA	NA	CCS
NA	NA	NA	NA	NA	NA	FBXO45
NA	NA	NA	NA	NA	NA	SLC25A30
NA	NA	NA	NA	NA	NA	MSRB3
NA	NA	NA	NA	NA	NA	LEMD3
NA	NA	NA	NA	NA	NA	KICS2
NA	NA	NA	NA	NA	NA	PRPF8
NA	NA	NA	NA	NA	NA	PITPNA
NA	NA	NA	NA	NA	NA	DDX23
NA	NA	NA	NA	NA	NA	TNK1
NA	NA	NA	NA	NA	NA	PHLDA3
NA	NA	NA	NA	NA	NA	CHRNA9
NA	NA	NA	NA	NA	NA	EXO1
NA	NA	NA	NA	NA	NA	ATP2A2
NA	NA	NA	NA	NA	NA	BBS1
NA	NA	NA	NA	NA	NA	MRPL11
NA	NA	NA	NA	NA	NA	UGT8
NA	NA	NA	NA	NA	NA	IQCK
NA	NA	NA	NA	NA	NA	SLCO2A1
NA	NA	NA	NA	NA	NA	ZNF266
NA	NA	NA	NA	NA	NA	BRSK2
NA	NA	NA	NA	NA	NA	SH3PXD2B
NA	NA	NA	NA	NA	NA	NR1D2
NA	NA	NA	NA	NA	NA	HRAS
NA	NA	NA	NA	NA	NA	CEP135
NA	NA	NA	NA	NA	NA	DENND6A
NA	NA	NA	NA	NA	NA	CNIH2
NA	NA	NA	NA	NA	NA	RAB1B
NA	NA	NA	NA	NA	NA	MICOS13
NA	NA	NA	NA	NA	NA	DHX36
NA	NA	NA	NA	NA	NA	KLC2
NA	NA	NA	NA	NA	NA	ZDHHC14
NA	NA	NA	NA	NA	NA	MRPS22
NA	NA	NA	NA	NA	NA	PACS1
NA	NA	NA	NA	NA	NA	SH3BP5L
NA	NA	NA	NA	NA	NA	CSRP2
NA	NA	NA	NA	NA	NA	DCTN2
NA	NA	NA	NA	NA	NA	CKAP5
NA	NA	NA	NA	NA	NA	ARHGAP1
NA	NA	NA	NA	NA	NA	GOLGA8A
NA	NA	NA	NA	NA	NA	CCNE2
NA	NA	NA	NA	NA	NA	EIF1AD
NA	NA	NA	NA	NA	NA	ZNF25
NA	NA	NA	NA	NA	NA	LPL
NA	NA	NA	NA	NA	NA	SART1
NA	NA	NA	NA	NA	NA	POLD4
NA	NA	NA	NA	NA	NA	P2RY2
NA	NA	NA	NA	NA	NA	ERCC4
NA	NA	NA	NA	NA	NA	RPS6KB2
NA	NA	NA	NA	NA	NA	ZNF77
NA	NA	NA	NA	NA	NA	NR2F1
NA	NA	NA	NA	NA	NA	AURKAIP1
NA	NA	NA	NA	NA	NA	LINC01106
NA	NA	NA	NA	NA	NA	ZNF169
NA	NA	NA	NA	NA	NA	SWI5
NA	NA	NA	NA	NA	NA	UBE2O
NA	NA	NA	NA	NA	NA	UNC119B
NA	NA	NA	NA	NA	NA	NUPR1
NA	NA	NA	NA	NA	NA	CSTF3
NA	NA	NA	NA	NA	NA	CHMP6
NA	NA	NA	NA	NA	NA	SPHK1
NA	NA	NA	NA	NA	NA	MYPOP
NA	NA	NA	NA	NA	NA	RTTN
NA	NA	NA	NA	NA	NA	NFYA
NA	NA	NA	NA	NA	NA	STPG1
NA	NA	NA	NA	NA	NA	NIPAL3
NA	NA	NA	NA	NA	NA	BAD
NA	NA	NA	NA	NA	NA	MAD1L1
NA	NA	NA	NA	NA	NA	LASP1
NA	NA	NA	NA	NA	NA	SNX11
NA	NA	NA	NA	NA	NA	M6PR
NA	NA	NA	NA	NA	NA	KLHL13
NA	NA	NA	NA	NA	NA	CFLAR
NA	NA	NA	NA	NA	NA	AK2
NA	NA	NA	NA	NA	NA	FKBP4
NA	NA	NA	NA	NA	NA	RBM6
NA	NA	NA	NA	NA	NA	CDC27
NA	NA	NA	NA	NA	NA	SKAP2
NA	NA	NA	NA	NA	NA	ATOSB
NA	NA	NA	NA	NA	NA	ZNF195
NA	NA	NA	NA	NA	NA	ZFX
NA	NA	NA	NA	NA	NA	GDE1
NA	NA	NA	NA	NA	NA	REX1BD
NA	NA	NA	NA	NA	NA	KDM7A
NA	NA	NA	NA	NA	NA	PHTF2
NA	NA	NA	NA	NA	NA	GGCT
NA	NA	NA	NA	NA	NA	COX10
NA	NA	NA	NA	NA	NA	PNPLA4
NA	NA	NA	NA	NA	NA	ADIPOR2
NA	NA	NA	NA	NA	NA	MARK4
NA	NA	NA	NA	NA	NA	CCDC124
NA	NA	NA	NA	NA	NA	GAS7
NA	NA	NA	NA	NA	NA	LUC7L
NA	NA	NA	NA	NA	NA	PIGQ
NA	NA	NA	NA	NA	NA	TEAD3
NA	NA	NA	NA	NA	NA	PSMB1
NA	NA	NA	NA	NA	NA	CYTH3
NA	NA	NA	NA	NA	NA	CYB561
NA	NA	NA	NA	NA	NA	MGST1
NA	NA	NA	NA	NA	NA	NFIX
NA	NA	NA	NA	NA	NA	SEC62
NA	NA	NA	NA	NA	NA	UBE3C
NA	NA	NA	NA	NA	NA	FAM76A
NA	NA	NA	NA	NA	NA	MLXIPL
NA	NA	NA	NA	NA	NA	RANBP9
NA	NA	NA	NA	NA	NA	SPRTN
NA	NA	NA	NA	NA	NA	METTL13
NA	NA	NA	NA	NA	NA	DYRK4
NA	NA	NA	NA	NA	NA	ZNF207
NA	NA	NA	NA	NA	NA	PHF7
NA	NA	NA	NA	NA	NA	IDS
NA	NA	NA	NA	NA	NA	HFE
NA	NA	NA	NA	NA	NA	HIVEP2
NA	NA	NA	NA	NA	NA	ELOA
NA	NA	NA	NA	NA	NA	APBA3
NA	NA	NA	NA	NA	NA	MKS1
NA	NA	NA	NA	NA	NA	ABHD5
NA	NA	NA	NA	NA	NA	MBTD1
NA	NA	NA	NA	NA	NA	RNF216
NA	NA	NA	NA	NA	NA	TTC19
NA	NA	NA	NA	NA	NA	PTBP1
NA	NA	NA	NA	NA	NA	DPF1
NA	NA	NA	NA	NA	NA	PLAUR
NA	NA	NA	NA	NA	NA	ANLN
NA	NA	NA	NA	NA	NA	WIZ
NA	NA	NA	NA	NA	NA	QPCTL
NA	NA	NA	NA	NA	NA	GABRA3
NA	NA	NA	NA	NA	NA	BRCA1
NA	NA	NA	NA	NA	NA	ERCC1
NA	NA	NA	NA	NA	NA	MBTPS2
NA	NA	NA	NA	NA	NA	PRICKLE3
NA	NA	NA	NA	NA	NA	ELOVL5
NA	NA	NA	NA	NA	NA	MAN2B2
NA	NA	NA	NA	NA	NA	SLC25A39
NA	NA	NA	NA	NA	NA	MVP
NA	NA	NA	NA	NA	NA	ANGEL1
NA	NA	NA	NA	NA	NA	RNF14
NA	NA	NA	NA	NA	NA	DNASE1L1
NA	NA	NA	NA	NA	NA	GPRC5A
NA	NA	NA	NA	NA	NA	ZC3H3
NA	NA	NA	NA	NA	NA	YAF2
NA	NA	NA	NA	NA	NA	BID
NA	NA	NA	NA	NA	NA	ISL1
NA	NA	NA	NA	NA	NA	CHDH
NA	NA	NA	NA	NA	NA	SLC38A5
NA	NA	NA	NA	NA	NA	RALBP1
NA	NA	NA	NA	NA	NA	RUFY3
NA	NA	NA	NA	NA	NA	WWTR1
NA	NA	NA	NA	NA	NA	STEEP1
NA	NA	NA	NA	NA	NA	PRDM11
NA	NA	NA	NA	NA	NA	ZRANB1
NA	NA	NA	NA	NA	NA	NCDN
NA	NA	NA	NA	NA	NA	ZFP64
NA	NA	NA	NA	NA	NA	RUNX3
NA	NA	NA	NA	NA	NA	PLEKHB1
NA	NA	NA	NA	NA	NA	RTF2
NA	NA	NA	NA	NA	NA	RNF10
NA	NA	NA	NA	NA	NA	ZNF839
NA	NA	NA	NA	NA	NA	ERP44
NA	NA	NA	NA	NA	NA	PLEKHO1
NA	NA	NA	NA	NA	NA	DEPDC1
NA	NA	NA	NA	NA	NA	RRAGD
NA	NA	NA	NA	NA	NA	NCAPH2
NA	NA	NA	NA	NA	NA	SEC63
NA	NA	NA	NA	NA	NA	FAS
NA	NA	NA	NA	NA	NA	RNASET2
NA	NA	NA	NA	NA	NA	KCNG1
NA	NA	NA	NA	NA	NA	AGPAT4
NA	NA	NA	NA	NA	NA	SH2D2A
NA	NA	NA	NA	NA	NA	VRK2
NA	NA	NA	NA	NA	NA	VEZT
NA	NA	NA	NA	NA	NA	SNX1
NA	NA	NA	NA	NA	NA	TBPL1
NA	NA	NA	NA	NA	NA	SLC39A9
NA	NA	NA	NA	NA	NA	TFB1M
NA	NA	NA	NA	NA	NA	GRN
NA	NA	NA	NA	NA	NA	FAM13B
NA	NA	NA	NA	NA	NA	SARS1
NA	NA	NA	NA	NA	NA	RANBP3
NA	NA	NA	NA	NA	NA	EIPR1
NA	NA	NA	NA	NA	NA	ZCCHC8
NA	NA	NA	NA	NA	NA	FUT8
NA	NA	NA	NA	NA	NA	PIAS1
NA	NA	NA	NA	NA	NA	FBXO42
NA	NA	NA	NA	NA	NA	MFAP3
NA	NA	NA	NA	NA	NA	MRI1
NA	NA	NA	NA	NA	NA	MAT2B
NA	NA	NA	NA	NA	NA	RIPOR1
NA	NA	NA	NA	NA	NA	SLC66A1
NA	NA	NA	NA	NA	NA	CTNS
NA	NA	NA	NA	NA	NA	INPP4A
NA	NA	NA	NA	NA	NA	RAB27B
NA	NA	NA	NA	NA	NA	PSMA4
NA	NA	NA	NA	NA	NA	MED17
NA	NA	NA	NA	NA	NA	TRIT1
NA	NA	NA	NA	NA	NA	CTNNA1
NA	NA	NA	NA	NA	NA	ATP6V1H
NA	NA	NA	NA	NA	NA	ATOSA
NA	NA	NA	NA	NA	NA	KATNIP
NA	NA	NA	NA	NA	NA	DTNBP1
NA	NA	NA	NA	NA	NA	C12orf4
NA	NA	NA	NA	NA	NA	MAP4
NA	NA	NA	NA	NA	NA	GOPC
NA	NA	NA	NA	NA	NA	CC2D2A
NA	NA	NA	NA	NA	NA	RRM2B
NA	NA	NA	NA	NA	NA	ZNF800
NA	NA	NA	NA	NA	NA	SNX29
NA	NA	NA	NA	NA	NA	R3HDM1
NA	NA	NA	NA	NA	NA	KITLG
NA	NA	NA	NA	NA	NA	ERCC8
NA	NA	NA	NA	NA	NA	LTBP1
NA	NA	NA	NA	NA	NA	RFC2
NA	NA	NA	NA	NA	NA	NEDD4L
NA	NA	NA	NA	NA	NA	PPP1R3F
NA	NA	NA	NA	NA	NA	JKAMP
NA	NA	NA	NA	NA	NA	MCUR1
NA	NA	NA	NA	NA	NA	LIMA1
NA	NA	NA	NA	NA	NA	LETMD1
NA	NA	NA	NA	NA	NA	LAMC3
NA	NA	NA	NA	NA	NA	PTGER3
NA	NA	NA	NA	NA	NA	MAPK9
NA	NA	NA	NA	NA	NA	FHIP1B
NA	NA	NA	NA	NA	NA	RAD51
NA	NA	NA	NA	NA	NA	THOC3
NA	NA	NA	NA	NA	NA	HEBP2
NA	NA	NA	NA	NA	NA	FSTL4
NA	NA	NA	NA	NA	NA	FOXN3
NA	NA	NA	NA	NA	NA	MRTO4
NA	NA	NA	NA	NA	NA	USE1
NA	NA	NA	NA	NA	NA	AP5M1
NA	NA	NA	NA	NA	NA	TRAPPC3
NA	NA	NA	NA	NA	NA	FAM168A
NA	NA	NA	NA	NA	NA	NOP58
NA	NA	NA	NA	NA	NA	USP36
NA	NA	NA	NA	NA	NA	MRPL43
NA	NA	NA	NA	NA	NA	HPF1
NA	NA	NA	NA	NA	NA	IL17RB
NA	NA	NA	NA	NA	NA	GYG2
NA	NA	NA	NA	NA	NA	DCBLD2
NA	NA	NA	NA	NA	NA	SOAT1
NA	NA	NA	NA	NA	NA	GDI2
NA	NA	NA	NA	NA	NA	ATG5
NA	NA	NA	NA	NA	NA	MTA3
NA	NA	NA	NA	NA	NA	USP13
NA	NA	NA	NA	NA	NA	CDK14
NA	NA	NA	NA	NA	NA	CROCC
NA	NA	NA	NA	NA	NA	POLR3E
NA	NA	NA	NA	NA	NA	MXD1
NA	NA	NA	NA	NA	NA	CTDP1
NA	NA	NA	NA	NA	NA	SNRNP40
NA	NA	NA	NA	NA	NA	ACAA1
NA	NA	NA	NA	NA	NA	MRPS35
NA	NA	NA	NA	NA	NA	WAPL
NA	NA	NA	NA	NA	NA	VMP1
NA	NA	NA	NA	NA	NA	POLD1
NA	NA	NA	NA	NA	NA	EIF4B
NA	NA	NA	NA	NA	NA	BICRA
NA	NA	NA	NA	NA	NA	CA11
NA	NA	NA	NA	NA	NA	MED29
NA	NA	NA	NA	NA	NA	ZNF275
NA	NA	NA	NA	NA	NA	RNF4
NA	NA	NA	NA	NA	NA	CASP8
NA	NA	NA	NA	NA	NA	INTS13
NA	NA	NA	NA	NA	NA	TM7SF3
NA	NA	NA	NA	NA	NA	CCN5
NA	NA	NA	NA	NA	NA	CDON
NA	NA	NA	NA	NA	NA	LPAR2
NA	NA	NA	NA	NA	NA	SUGP2
NA	NA	NA	NA	NA	NA	SNX24
NA	NA	NA	NA	NA	NA	BTBD1
NA	NA	NA	NA	NA	NA	NHERF2
NA	NA	NA	NA	NA	NA	NTHL1
NA	NA	NA	NA	NA	NA	KARS1
NA	NA	NA	NA	NA	NA	MAP2K4
NA	NA	NA	NA	NA	NA	PACC1
NA	NA	NA	NA	NA	NA	SEC61A2
NA	NA	NA	NA	NA	NA	ASB1
NA	NA	NA	NA	NA	NA	TBC1D1
NA	NA	NA	NA	NA	NA	MTHFD2
NA	NA	NA	NA	NA	NA	PPP2R5A
NA	NA	NA	NA	NA	NA	ELAVL1
NA	NA	NA	NA	NA	NA	NFYC
NA	NA	NA	NA	NA	NA	NGEF
NA	NA	NA	NA	NA	NA	ELOVL1
NA	NA	NA	NA	NA	NA	MPPED2
NA	NA	NA	NA	NA	NA	ZBTB11
NA	NA	NA	NA	NA	NA	ATXN3
NA	NA	NA	NA	NA	NA	FGFR2
NA	NA	NA	NA	NA	NA	TRMT11
NA	NA	NA	NA	NA	NA	THUMPD1
NA	NA	NA	NA	NA	NA	MSANTD3
NA	NA	NA	NA	NA	NA	ZFAT
NA	NA	NA	NA	NA	NA	MTFR1
NA	NA	NA	NA	NA	NA	PLPP1
NA	NA	NA	NA	NA	NA	PHKA1
NA	NA	NA	NA	NA	NA	TNFRSF1A
NA	NA	NA	NA	NA	NA	DHX29
NA	NA	NA	NA	NA	NA	METTL22
NA	NA	NA	NA	NA	NA	RRP15
NA	NA	NA	NA	NA	NA	IARS2
NA	NA	NA	NA	NA	NA	ROGDI
NA	NA	NA	NA	NA	NA	CBFB
NA	NA	NA	NA	NA	NA	PLEKHH3
NA	NA	NA	NA	NA	NA	MEF2A
NA	NA	NA	NA	NA	NA	TFE3
NA	NA	NA	NA	NA	NA	INPP5A
NA	NA	NA	NA	NA	NA	FTSJ1
NA	NA	NA	NA	NA	NA	PRR11
NA	NA	NA	NA	NA	NA	REEP1
NA	NA	NA	NA	NA	NA	IP6K2
NA	NA	NA	NA	NA	NA	DNAJA2
NA	NA	NA	NA	NA	NA	FUNDC1
NA	NA	NA	NA	NA	NA	ATP1B3
NA	NA	NA	NA	NA	NA	PIGB
NA	NA	NA	NA	NA	NA	GNB5
NA	NA	NA	NA	NA	NA	HDHD5
NA	NA	NA	NA	NA	NA	LRP6
NA	NA	NA	NA	NA	NA	SLC44A1
NA	NA	NA	NA	NA	NA	DGCR2
NA	NA	NA	NA	NA	NA	MNT
NA	NA	NA	NA	NA	NA	ZXDC
NA	NA	NA	NA	NA	NA	JMJD6
NA	NA	NA	NA	NA	NA	TCOF1
NA	NA	NA	NA	NA	NA	OSBPL3
NA	NA	NA	NA	NA	NA	ATP2B1
NA	NA	NA	NA	NA	NA	WDR1
NA	NA	NA	NA	NA	NA	ARHGAP10
NA	NA	NA	NA	NA	NA	LMCD1
NA	NA	NA	NA	NA	NA	BUD23
NA	NA	NA	NA	NA	NA	MBD3
NA	NA	NA	NA	NA	NA	FAM3A
NA	NA	NA	NA	NA	NA	PTPN18
NA	NA	NA	NA	NA	NA	LIMS2
NA	NA	NA	NA	NA	NA	UBE2D1
NA	NA	NA	NA	NA	NA	NFATC3
NA	NA	NA	NA	NA	NA	ALPK1
NA	NA	NA	NA	NA	NA	PDE8A
NA	NA	NA	NA	NA	NA	CLCN4
NA	NA	NA	NA	NA	NA	SDHA
NA	NA	NA	NA	NA	NA	SMARCE1
NA	NA	NA	NA	NA	NA	PPP2R3A
NA	NA	NA	NA	NA	NA	GLI2
NA	NA	NA	NA	NA	NA	CLNS1A
NA	NA	NA	NA	NA	NA	TEAD2
NA	NA	NA	NA	NA	NA	EED
NA	NA	NA	NA	NA	NA	TSG101
NA	NA	NA	NA	NA	NA	CA12
NA	NA	NA	NA	NA	NA	MGLL
NA	NA	NA	NA	NA	NA	BCS1L
NA	NA	NA	NA	NA	NA	NUAK1
NA	NA	NA	NA	NA	NA	ENO1
NA	NA	NA	NA	NA	NA	TUBE1
NA	NA	NA	NA	NA	NA	ACTR6
NA	NA	NA	NA	NA	NA	TIPIN
NA	NA	NA	NA	NA	NA	SRI
NA	NA	NA	NA	NA	NA	GTSE1
NA	NA	NA	NA	NA	NA	GRAMD4
NA	NA	NA	NA	NA	NA	ZNF37A
NA	NA	NA	NA	NA	NA	MARK3
NA	NA	NA	NA	NA	NA	FOSL2
NA	NA	NA	NA	NA	NA	DLG1
NA	NA	NA	NA	NA	NA	RAB7A
NA	NA	NA	NA	NA	NA	KIFAP3
NA	NA	NA	NA	NA	NA	REXO2
NA	NA	NA	NA	NA	NA	PTPN23
NA	NA	NA	NA	NA	NA	UNG
NA	NA	NA	NA	NA	NA	KLHL20
NA	NA	NA	NA	NA	NA	SNRPA
NA	NA	NA	NA	NA	NA	EXOSC5
NA	NA	NA	NA	NA	NA	SLC25A43
NA	NA	NA	NA	NA	NA	UBE2A
NA	NA	NA	NA	NA	NA	PIAS2
NA	NA	NA	NA	NA	NA	MCCC1
NA	NA	NA	NA	NA	NA	ACER3
NA	NA	NA	NA	NA	NA	UBE2K
NA	NA	NA	NA	NA	NA	TIGAR
NA	NA	NA	NA	NA	NA	SYNJ2
NA	NA	NA	NA	NA	NA	PPP2R5C
NA	NA	NA	NA	NA	NA	GNB1
NA	NA	NA	NA	NA	NA	TNRC6C
NA	NA	NA	NA	NA	NA	ITCH
NA	NA	NA	NA	NA	NA	TOLLIP
NA	NA	NA	NA	NA	NA	OSBPL6
NA	NA	NA	NA	NA	NA	XRCC5
NA	NA	NA	NA	NA	NA	MKNK1
NA	NA	NA	NA	NA	NA	EPB41L2
NA	NA	NA	NA	NA	NA	STX7
